model,threshold,roc_auc,pr_auc,f1,precision,recall,time_to_detection
LSTM Autoencoder,6.283336639404297,0.999370923020484,0.9980846248202777,0.9708093763821318,0.9432746024924796,1.0,0.7313333333333334
